features	pron	subj	arity
▯ is a spouse of ▯ _BIAS _RAKU_seo _ARITY_2	hó	sI	2
▯ is an athlete _BIAS _RAKU_che _2_RAKU_seomche _ARITY_1	hó	sI	1
▯ runs as exercise _BIAS _RAKU_ra _2_RAKU_jara _ARITY_1	hó	sA	1
▯ is a fiancé fiancée of is engaged to ▯ _BIAS _RAKU_nue _2_RAKU_seonue _ARITY_2	hó	sI	2
▯ is a sky _BIAS _RAKU_seoq _ARITY_1	máq	sI	1
▯ is a lightning bolt _BIAS _RAKU_ceoq _2_RAKU_seoqceoq _ARITY_1	máq	sI	1
▯ is a lightning rod _BIAS _RAKU_beaq _2_RAKU_ceoqbeaq _ARITY_1	máq	sI	1
▯ is a fulgurite _BIAS _RAKU_pıo _2_RAKU_ceoqpıo _ARITY_1	máq	sI	1
▯ is astronomy _BIAS _RAKU_dıu _2_RAKU_cuaodıu _ARITY_1	hóq	sI	1
▯ is an aircraft plane _BIAS _RAKU_chao _2_RAKU_seoqchao _ARITY_1	máq	sI	1
▯ is astronomy _BIAS _RAKU_dıu _2_RAKU_seoqdıu _ARITY_1	hóq	sI	1
▯ is a member the suborder caelifera the grasshoppers in the strict sense _BIAS _RAKU_hıe _2_RAKU_seoqhıe _ARITY_1	hó	sI	1
▯ is a member the suborder caelifera the grasshoppers _BIAS _RAKU_hıe _2_RAKU_seoqhıe _ARITY_1	hó	sI	1
▯ is the milky way _BIAS _RAKU_hıu _2_RAKU_seoqhıu _ARITY_1	máq	sI	1
▯ talks about everyday matters with ▯ _BIAS _RAKU_keoı _2_RAKU_seoqkeoı _ARITY_2	hó	sI	2
▯ is an aircraft airplane _BIAS _RAKU_meaq _2_RAKU_seoqmeaq _ARITY_1	máq	sI	1
▯ is sky blue _BIAS _RAKU_mıo _2_RAKU_seoqmıo _ARITY_1	máq	sI	1
▯ is an azure bluet _BIAS _RAKU_rua _2_RAKU_mıorua _ARITY_1	máq	sI	1
▯ is a meteorite _BIAS _RAKU_pıo _2_RAKU_seoqpıo _ARITY_1	máq	sI	1
▯ is an asteroid _BIAS _RAKU_pıo _2_RAKU_seoqpıo _ARITY_1	máq	sI	1
▯ are meteors showering down _BIAS _RAKU_shua _2_RAKU_ruqshua _ARITY_1	máq	sI	1
▯ is a horizon _BIAS _RAKU_rea _2_RAKU_seoqrea _ARITY_1	máq	sI	1
▯ is sky blue _BIAS _RAKU_reo _2_RAKU_seoqreo _ARITY_1	máq	sI	1
▯ is a ferris wheel _BIAS _RAKU_sıoq _2_RAKU_seoqsıoq _ARITY_1	máq	sI	1
▯ is weather ▯ is the state of the weather _BIAS _RAKU_tue _2_RAKU_seoqtue _ARITY_1	hóq	sI	1
▯ is an event of weather _BIAS _RAKU_tue _2_RAKU_seoqtue _ARITY_1	hóq	sE	1
▯ is weather ▯ is the state of the weather _BIAS _RAKU_tue _2_RAKU_seoqtue _ARITY_1	hóq	sI	1
▯ is meteorology _BIAS _RAKU_dıu _2_RAKU_tuedıu _ARITY_1	hóq	sI	1
▯ is an extreme weather event _BIAS _RAKU_zuom _2_RAKU_seoqzuom _ARITY_1	hóq	sF	1
▯ is a lightning _BIAS _RAKU_ru _2_RAKU_zuru _ARITY_1	máq	sI	1
▯ is esperantic is of esperanto its culture or speakers _BIAS _RAKU_to _2_RAKU_raqto _ARITY_1 _CAPS	tá	sF	1
▯ is esperanto the language _BIAS _RAKU_zu _2_RAKU_tozu _ARITY_1 _CAPS	hóq	sI	1
▯ is a snail _BIAS _RAKU_ju _2_RAKU_seqju _ARITY_1	hó	sI	1
▯ attacks assaults assails ▯ _BIAS _RAKU_raq _2_RAKU_seraq _ARITY_2	hó	sA	2
▯ pertains to the culture of serbia republic of serbia _BIAS _RAKU_bıa _2_RAKU_rebıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country serbia republic of serbia _BIAS _RAKU_gua _2_RAKU_bıagua _ARITY_1 _CAPS	máq	sI	1
▯ is cool composed nonchalant suave _BIAS _RAKU_sea _2_RAKU_sesea _ARITY_1	tá	sF	1
▯ is empowered confident having the necessary control of their own situation to accomplish their goal s _BIAS _RAKU_seq _2_RAKU_seseq _ARITY_1	hó	sI	1
▯ is a degree celsius ▯ is ▯ number of property degrees celcius _BIAS _RAKU_sıu _2_RAKU_sesıu _ARITY_2	hóq	sI	2
▯ are 10 sup 21 sup 1 000 000 000 000 000 000 000 in number ▯ are a sextillion _BIAS _RAKU_ta _2_RAKU_seta _ARITY_1	tá	sF	1
▯ is a number sieve like eratosthenes _BIAS _RAKU_koaı _2_RAKU_seukoaı _ARITY_1	hóq	sF	1
▯ is an evening _BIAS _RAKU_seum _ARITY_1	hóq	sI	1
▯ is the evening star planet venus as seen in the evening _BIAS _RAKU_nuım _2_RAKU_seumnuım _ARITY_1 _CAPS	máq	sI	1
▯ pertains to xextan a logical language _BIAS _RAKU_taq _2_RAKU_shetaq _ARITY_1 _CAPS	tá	sF	1
▯ is xextanland _BIAS _RAKU_gua _2_RAKU_taqgua _ARITY_1 _CAPS	máq	sI	1
▯ pertains to the culture of albania republic of albania _BIAS _RAKU_pe _2_RAKU_chıpe _ARITY_1 _CAPS	tá	sF	1
▯ is the country albania republic of albania _BIAS _RAKU_gua _2_RAKU_pegua _ARITY_1 _CAPS	máq	sI	1
▯ pertains to the culture of switzerland swiss confederation _BIAS _RAKU_cı _2_RAKU_shuıcı _ARITY_1 _CAPS	tá	sF	1
▯ is the country switzerland swiss confederation _BIAS _RAKU_gua _2_RAKU_cıgua _ARITY_1 _CAPS	máq	sI	1
▯ is attentive to focuses on ▯ _BIAS _RAKU_sı _ARITY_2	hó	sA	2
▯ says nothing is silent _BIAS _RAKU_choa _2_RAKU_sıachoa _ARITY_1	hó	sA	1
▯ is blood _BIAS _RAKU_sıaı _ARITY_1	máq	sI	1
▯ bleeds _BIAS _RAKU_bıoı _2_RAKU_sıaıbıoı _ARITY_1	tá	sI	1
▯ is a blood vessel _BIAS _RAKU_bıu _2_RAKU_sıaıbıu _ARITY_1	máq	sI	1
▯ is anhemology the study of the rules of bloodless _BIAS _RAKU_dıu _2_RAKU_cıadıu _ARITY_1	hóq	sI	1
▯ bleeds _BIAS _RAKU_cıu _2_RAKU_sıaıcıu _ARITY_1	hó	sI	1
▯ is a proposition _BIAS _RAKU_ja _2_RAKU_sıaja _ARITY_1	hóq	sP	1
▯ happens in place in situ _BIAS _RAKU_sıam _ARITY_1	hóq	sE	1
▯ is a beginning start of ▯ _BIAS _RAKU_sıao _ARITY_2	hóq	sF	2
▯ is protology ▯ is the study of origins genesis _BIAS _RAKU_dıu _2_RAKU_sıaodıu _ARITY_1	hóq	sI	1
▯ alliterates with ▯ _BIAS _RAKU_mıaı _2_RAKU_sıaomıaı _ARITY_2	tá	sI	2
▯ is to the right of ▯ _BIAS _RAKU_sıaq _ARITY_2	tá	sS	2
▯ moves rightwards _BIAS _RAKU_cu _2_RAKU_sıaqcu _ARITY_1	tá	sI	1
▯ is the right part of ▯ _BIAS _RAKU_paq _2_RAKU_sıaqpaq _ARITY_2	tá	sI	2
▯ is halfway between the front and the right direction of ▯ _BIAS _RAKU_shaq _2_RAKU_sıaqshaq _ARITY_2	tá	sS	2
▯ is a bear s head fungus ▯ is hericium abietis _BIAS _RAKU_lıao _2_RAKU_kıaqlıao _ARITY_2	máq	sI	2
▯ is halfway between the back and the right direction of ▯ _BIAS _RAKU_tıa _2_RAKU_sıaqtıa _ARITY_2	tá	sS	2
▯ is annihilated reduced to nothing _BIAS _RAKU_sho _2_RAKU_sıasho _ARITY_1	tá	sI	1
▯ is distracted from ▯ ▯ averts focus from ▯ _BIAS _RAKU_beo _2_RAKU_sıbeo _ARITY_2	hó	sI	2
▯ suspends their disbelief continues to believe in spite of evidence to the contrary that ▯ is the case _BIAS _RAKU_chı _2_RAKU_buchı _ARITY_2	hó	sI	2
▯ is a cd _BIAS _RAKU_dı _2_RAKU_sıdı _ARITY_1	máq	sI	1
▯ is following to ▯ in sequence ▯ _BIAS _RAKU_sıe _ARITY_3	tá	sF	3
▯ is a list ▯ is a sequential collection of things that satisfy the property ▯ _BIAS _RAKU_baq _2_RAKU_sıebaq _ARITY_2	tá	sF	2
▯ follows goes after ▯ _BIAS _RAKU_fa _2_RAKU_sıefa _ARITY_2	hó	sA	2
▯ shuffles brings out of order ▯ _BIAS _RAKU_jueq _2_RAKU_sıejueq _ARITY_2	hó	sA	2
▯ is a sequel book movie comic etc _BIAS _RAKU_lua _2_RAKU_sıelua _ARITY_1	hóq	sI	1
▯ is a sequence abstract entity _BIAS _RAKU_sıem _ARITY_1	tá	sF	1
▯ feels awe ▯ is amazed _BIAS _RAKU_sıeq _ARITY_1	hó	sI	1
▯ is amazing _BIAS _RAKU_ca _2_RAKU_sıeqca _ARITY_1	hóq	sF	1
▯ is a rollercoaster _BIAS _RAKU_chue _2_RAKU_sıeqchue _ARITY_1	máq	sI	1
▯ is a hierophant one who brings people into numinous divine holy or sacred mysteries _BIAS _RAKU_che _2_RAKU_doache _ARITY_1	hó	sI	1
▯ is amazing _BIAS _RAKU_ge _2_RAKU_sıeqge _ARITY_1	tá	sF	1
▯ is a ferris wheel _BIAS _RAKU_sıoq _2_RAKU_sıeqsıoq _ARITY_1	máq	sI	1
▯ takes next step proceeds to do ▯ _BIAS _RAKU_tao _2_RAKU_sıetao _ARITY_2	hó	sA	2
sequences a ▯ and b ▯ are of equal length and a i ▯ b i for each index i _BIAS _RAKU_zı _2_RAKU_sıezı _ARITY_3	tá	sF	3
▯ is a cigarette _BIAS _RAKU_ga _2_RAKU_sıga _ARITY_1	máq	sI	1
▯ is interesting _BIAS _RAKU_gı _2_RAKU_sıgı _ARITY_1	tá	sF	1
▯ is interesting _BIAS _RAKU_gı _2_RAKU_sıgı _ARITY_1	tá	sF	1
▯ examines scrutinizes probes ▯ _BIAS _RAKU_guıq _2_RAKU_sıguıq _ARITY_2	hó	sA	2
▯ attracts draws in the agency of ▯ ▯ non agentively makes ▯ agentively interested in intrigued by attracted to it _BIAS _RAKU_ja _2_RAKU_sıja _ARITY_2	tá	sF	2
▯ is a police officer _BIAS _RAKU_che _2_RAKU_juche _ARITY_1	hó	sI	1
▯ is a theater a room for attending to something particular a performance movie etc _BIAS _RAKU_kua _2_RAKU_sıkua _ARITY_1	máq	sI	1
▯ is curious about inquisitive about eager to examine ▯ _BIAS _RAKU_kuaı _2_RAKU_sıkuaı _ARITY_2	hó	sI	2
▯ is an assembly language programming _BIAS _RAKU_zu _2_RAKU_koqzu _ARITY_1	hóq	sI	1
▯ are few in number _BIAS _RAKU_sım _ARITY_1	tá	sI	1
▯ is a monkey _BIAS _RAKU_sım _ARITY_1	hó	sI	1
▯ is a member of the genus simiiformes the monkeys and apes ▯ is a simian _BIAS _RAKU_sım _ARITY_1	hó	sI	1
▯ is a simian _BIAS _RAKU_sım _ARITY_1	hó	sI	1
▯ distracts interrupts bothers ▯ _BIAS _RAKU_nua _2_RAKU_sınua _ARITY_2	hó	sA	2
▯ is a thought idea _BIAS _RAKU_sıo _ARITY_1	hóq	sI	1
how about ▯ _BIAS _RAKU_hıa _2_RAKU_sıohıa _ARITY_1	tá	sF	1
▯ is a student _BIAS _RAKU_che _2_RAKU_sıomche _ARITY_1	hó	sI	1
▯ is a wheel _BIAS _RAKU_sıoq _ARITY_1	máq	sI	1
▯ is a wheelwright _BIAS _RAKU_che _2_RAKU_baıche _ARITY_1	hó	sI	1
▯ is of genus rotavirus _BIAS _RAKU_ru _2_RAKU_bıru _ARITY_1	máq	sI	1
▯ is a wheeled vehicle _BIAS _RAKU_chao _2_RAKU_sıoqchao _ARITY_1	máq	sI	1
▯ is a cycle cyclic procession _BIAS _RAKU_chue _2_RAKU_sıoqchue _ARITY_1	hóq	sF	1
▯ is a caterpillar track _BIAS _RAKU_gıa _2_RAKU_sıoqgıa _ARITY_1	máq	sI	1
▯ is the diameter of ▯ _BIAS _RAKU_ne _2_RAKU_neane _ARITY_2	hóq	sF	2
▯ is a cyclone _BIAS _RAKU_puao _2_RAKU_sıoqpuao _ARITY_1	hóq	sF	1
▯ is the τ mathematical constant the ratio of the radius of a circle to its circumference _BIAS _RAKU_seu _2_RAKU_sıoqseu _ARITY_1	hóq	sF	1
▯ is a circle disk _BIAS _RAKU_teı _2_RAKU_sıoqteı _ARITY_1	máq	sI	1
▯ is a tire tyre _BIAS _RAKU_tıe _2_RAKU_sıoqtıe _ARITY_1	máq	sI	1
▯ is a loop circular path _BIAS _RAKU_tıeq _2_RAKU_sıoqtıeq _ARITY_1	máq	sI	1
▯ is the τ mathematical constant the ratio of the radius of a circle to its circumference _BIAS _RAKU_zıu _2_RAKU_sıoqzıu _ARITY_1	hóq	sF	1
▯ is an entertainer performer _BIAS _RAKU_che _2_RAKU_puache _ARITY_1	hó	sI	1
▯ has attention deficit hyperactivity disorder _BIAS _RAKU_puaı _2_RAKU_sıpuaı _ARITY_1	hó	sI	1
▯ is an entertainer performer _BIAS _RAKU_che _2_RAKU_tuache _ARITY_1	hó	sI	1
▯ is clean pure _BIAS _RAKU_sıq _ARITY_1	tá	sI	1
▯ is a janitor cleaner _BIAS _RAKU_che _2_RAKU_sıqche _ARITY_1	hó	sI	1
▯ is a mop _BIAS _RAKU_chuım _2_RAKU_sıqchuım _ARITY_1	máq	sI	1
▯ is the sindarin language _BIAS _RAKU_zu _2_RAKU_rıqzu _ARITY_1 _CAPS	hóq	sI	1
▯ is a member of genus zingiber the true gingers _BIAS _RAKU_ra _2_RAKU_bera _ARITY_1	hó	sI	1
▯ pertains to the culture of singapore republic of singapore _BIAS _RAKU_ra _2_RAKU_pura _ARITY_1 _CAPS	tá	sF	1
▯ is the country singapore republic of singapore _BIAS _RAKU_gua _2_RAKU_ragua _ARITY_1 _CAPS	máq	sI	1
▯ is a wash cloth _BIAS _RAKU_gueq _2_RAKU_sıqgueq _ARITY_1	máq	sI	1
▯ is a lossless compression format _BIAS _RAKU_zu _2_RAKU_kuzu _ARITY_1	hóq	sF	1
▯ is a washing machine _BIAS _RAKU_kea _2_RAKU_sıqkea _ARITY_1	máq	sI	1
▯ is a soldier liberating washing machine ▯ from oppression by ▯ _BIAS _RAKU_che _2_RAKU_soıche _ARITY_3	hó	sI	3
▯ is rubbing alcohol isopropyl alcohol _BIAS _RAKU_seaı _2_RAKU_sıqseaı _ARITY_1	máq	sI	1
▯ pertains to the culture of syria syrian arab republic _BIAS _RAKU_rıa _2_RAKU_sırıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country syria syrian arab republic _BIAS _RAKU_gua _2_RAKU_rıagua _ARITY_1 _CAPS	máq	sI	1
▯ is the north levantine arabic language _BIAS _RAKU_zu _2_RAKU_rıazu _ARITY_1 _CAPS	hóq	sI	1
▯ is a silky volvariella ▯ is volvariella bombycina _BIAS _RAKU_lıao _2_RAKU_rılıao _ARITY_2	máq	sI	2
▯ is conscious _BIAS _RAKU_sa _2_RAKU_sısa _ARITY_1	hó	sI	1
▯ leaves in the sense that they stop paying attention to a chat _BIAS _RAKU_shaı _2_RAKU_sıshaı _ARITY_1	hó	sI	1
▯ is tied bound restrained _BIAS _RAKU_ta _2_RAKU_sıta _ARITY_1	tá	sI	1
▯ spots picks out ▯ _BIAS _RAKU_taı _2_RAKU_sıtaı _ARITY_2	hó	sI	2
▯ is a member of genus psitaccus containing the grey parrot and the timneh parrot _BIAS _RAKU_ko _2_RAKU_tako _ARITY_1	hó	sI	1
▯ is a parrot _BIAS _RAKU_ko _2_RAKU_tako _ARITY_1	hó	sI	1
▯ is bondage _BIAS _RAKU_lea _2_RAKU_talea _ARITY_1	hóq	sI	1
▯ is the chittagonian language _BIAS _RAKU_zu _2_RAKU_gazu _ARITY_1 _CAPS	hóq	sI	1
fork of official predicate similar ▯ is similar to ▯ in property ▯ _BIAS _RAKU_sıu _ARITY_3	tá	sF	3
▯ is similar to ▯ _BIAS _RAKU_sıu _ARITY_2	tá	sF	2
▯ is similar to ▯ _BIAS _RAKU_sıu _ARITY_2	tá	sF	2
▯ is caesium _BIAS _RAKU_zıum _2_RAKU_sızıum _ARITY_1	máq	sI	1
▯ helps ▯ to satisfy some salient property oı _BIAS _RAKU_soa _ARITY_2	hó	sA	2
▯ helps ▯ to satisfy property ▯ _BIAS _RAKU_soa _ARITY_3	hó	sA	3
▯ is an aide assistant _BIAS _RAKU_che _2_RAKU_soache _ARITY_1	hó	sI	1
▯ cooperate with each other for achieving the task of collectively having property ▯ _BIAS _RAKU_cheo _2_RAKU_soacheo _ARITY_2	hó	sA	2
▯ is a guidebook manual _BIAS _RAKU_dao _2_RAKU_soadao _ARITY_1	hóq	sI	1
▯ is helpful _BIAS _RAKU_gı _2_RAKU_soagı _ARITY_1	tá	sF	1
▯ unhelps interfers with hinders ▯ s attempt to satisfy the property ▯ _BIAS _RAKU_gıq _2_RAKU_soagıq _ARITY_3	hó	sA	3
▯ is a beam ray line extending outwards from a point _BIAS _RAKU_soaı _ARITY_1	hóq	sI	1
▯ is a radiodont _BIAS _RAKU_nıoq _2_RAKU_soaınıoq _ARITY_1	hó	sI	1
▯ is a vector _BIAS _RAKU_zıu _2_RAKU_soaızıu _ARITY_1	hóq	sI	1
▯ interacts socially socializes with ▯ _BIAS _RAKU_soao _ARITY_2	hó	sA	2
▯ is sociology _BIAS _RAKU_dıu _2_RAKU_soaodıu _ARITY_1	hóq	sI	1
▯ experiences social anxiety _BIAS _RAKU_feao _2_RAKU_soaofeao _ARITY_1	hó	sI	1
▯ is an interpersonal boundary _BIAS _RAKU_goeq _2_RAKU_soaogoeq _ARITY_1	hóq	sI	1
▯ is socially skilled tactful _BIAS _RAKU_joe _2_RAKU_soaojoe _ARITY_1	hó	sI	1
▯ is socially awkward _BIAS _RAKU_jua _2_RAKU_soaojua _ARITY_1	tá	sF	1
▯ is acts familiar close with ▯ _BIAS _RAKU_juı _2_RAKU_soaojuı _ARITY_2	hó	sA	2
▯ shows hospitality to ▯ _BIAS _RAKU_kıaı _2_RAKU_soaokıaı _ARITY_2	hó	sI	2
▯ is a community _BIAS _RAKU_me _2_RAKU_soaome _ARITY_1	hóq	sI	1
▯ is socially introverted _BIAS _RAKU_poa _2_RAKU_soaopoa _ARITY_1	hó	sI	1
▯ is socially extraverted _BIAS _RAKU_rıa _2_RAKU_soaorıa _ARITY_1	hó	sI	1
▯ experiences shyness _BIAS _RAKU_tea _2_RAKU_soaotea _ARITY_1	hó	sI	1
▯ is a relationship or social dynamic _BIAS _RAKU_tue _2_RAKU_soaotue _ARITY_1	hóq	sI	1
▯ is a garden _BIAS _RAKU_soaq _ARITY_1	máq	sI	1
▯ is a gardener _BIAS _RAKU_che _2_RAKU_soaqche _ARITY_1	hó	sI	1
▯ is a gardener _BIAS _RAKU_che _2_RAKU_kıaıche _ARITY_1	hó	sI	1
▯ is a gardener _BIAS _RAKU_che _2_RAKU_paoche _ARITY_1	hó	sI	1
▯ does ▯ by themself self sufficiently without help _BIAS _RAKU_sıa _2_RAKU_soasıa _ARITY_2	hó	sI	2
▯ is a self checkout machine _BIAS _RAKU_kea _2_RAKU_teqkea _ARITY_1	máq	sI	1
▯ is the ussr soviet union _BIAS _RAKU_gua _2_RAKU_tımgua _ARITY_1 _CAPS	máq	sI	1
▯ is a d 5 or c 5 chord _BIAS _RAKU_fe _2_RAKU_daqfe _ARITY_1	hóq	sI	1
▯ is a d sus2 or c sus2 chord _BIAS _RAKU_gu _2_RAKU_daqgu _ARITY_1	hóq	sI	1
▯ is a d sus4 or c sus4 chord _BIAS _RAKU_jo _2_RAKU_daqjo _ARITY_1	hóq	sI	1
▯ is a d dim or c dim chord _BIAS _RAKU_ke _2_RAKU_daqke _ARITY_1	hóq	sI	1
▯ is a d min or c min chord _BIAS _RAKU_nu _2_RAKU_daqnu _ARITY_1	hóq	sI	1
▯ is a d aug or c aug chord _BIAS _RAKU_pı _2_RAKU_daqpı _ARITY_1	hóq	sI	1
▯ is a d maj or c maj chord _BIAS _RAKU_sa _2_RAKU_daqsa _ARITY_1	hóq	sI	1
▯ is sodium _BIAS _RAKU_dıum _2_RAKU_sodıum _ARITY_1	máq	sI	1
▯ is a c5 chord _BIAS _RAKU_fe _2_RAKU_dofe _ARITY_1	hóq	sI	1
▯ is a csus2 chord _BIAS _RAKU_gu _2_RAKU_dogu _ARITY_1	hóq	sI	1
▯ is a csus4 chord _BIAS _RAKU_jo _2_RAKU_dojo _ARITY_1	hóq	sI	1
▯ is a cdim chord _BIAS _RAKU_ke _2_RAKU_doke _ARITY_1	hóq	sI	1
▯ is a c minor chord _BIAS _RAKU_nu _2_RAKU_donu _ARITY_1	hóq	sI	1
▯ is a caug chord _BIAS _RAKU_pı _2_RAKU_dopı _ARITY_1	hóq	sI	1
▯ is a c major chord _BIAS _RAKU_sa _2_RAKU_dosa _ARITY_1	hóq	sI	1
▯ is sour _BIAS _RAKU_soe _ARITY_1	tá	sI	1
▯ is disabled has a disability _BIAS _RAKU_soeı _ARITY_1	hó	sI	1
▯ is an aid or treatment for an impairment or disability i e a mobility aid glasses medications etc _BIAS _RAKU_chuo _2_RAKU_soeıchuo _ARITY_1	máq	sI	1
▯ is a creature critter _BIAS _RAKU_lı _2_RAKU_soelı _ARITY_1	hó	sI	1
▯ cooks is cooked through exposure to acid _BIAS _RAKU_loeq _2_RAKU_soeloeq _ARITY_1	tá	sI	1
▯ is against objects to opposes satisfying property ▯ _BIAS _RAKU_soem _ARITY_2	hó	sA	2
▯ is a lemon _BIAS _RAKU_zeo _2_RAKU_soezeo _ARITY_1	máq	sI	1
▯ is lemonade _BIAS _RAKU_ze _2_RAKU_zeoze _ARITY_1	máq	sI	1
▯ is a f5 chord _BIAS _RAKU_fe _2_RAKU_fafe _ARITY_1	hóq	sI	1
▯ is a fsus2 chord _BIAS _RAKU_gu _2_RAKU_fagu _ARITY_1	hóq	sI	1
▯ is a fsus4 chord _BIAS _RAKU_jo _2_RAKU_fajo _ARITY_1	hóq	sI	1
▯ is a fdim chord _BIAS _RAKU_ke _2_RAKU_fake _ARITY_1	hóq	sI	1
▯ is an f minor chord _BIAS _RAKU_nu _2_RAKU_fanu _ARITY_1	hóq	sI	1
▯ is a faug chord _BIAS _RAKU_pı _2_RAKU_fapı _ARITY_1	hóq	sI	1
▯ is a g 5 or f 5 chord _BIAS _RAKU_fe _2_RAKU_faqfe _ARITY_1	hóq	sI	1
▯ is a g sus2 or f sus2 chord _BIAS _RAKU_gu _2_RAKU_faqgu _ARITY_1	hóq	sI	1
▯ is a g sus4 or f sus4 chord _BIAS _RAKU_jo _2_RAKU_faqjo _ARITY_1	hóq	sI	1
▯ is a g dim or f dim chord _BIAS _RAKU_ke _2_RAKU_faqke _ARITY_1	hóq	sI	1
▯ is a g min or f min chord _BIAS _RAKU_nu _2_RAKU_faqnu _ARITY_1	hóq	sI	1
▯ is a g aug or f aug chord _BIAS _RAKU_pı _2_RAKU_faqpı _ARITY_1	hóq	sI	1
▯ is a g maj or f maj chord _BIAS _RAKU_sa _2_RAKU_faqsa _ARITY_1	hóq	sI	1
▯ is an f major chord _BIAS _RAKU_sa _2_RAKU_fasa _ARITY_1	hóq	sI	1
▯ is an ordeal inconvenience trouble pain to go through _BIAS _RAKU_gao _2_RAKU_sogao _ARITY_1	hóq	sE	1
▯ is a sushi burrito _BIAS _RAKU_ho _2_RAKU_soho _ARITY_1	máq	sI	1
▯ fights with ▯ ▯ fights against ▯ _BIAS _RAKU_soı _ARITY_2	hó	sA	2
▯ loses to is defeated by ▯ _BIAS _RAKU_buaq _2_RAKU_soıbuaq _ARITY_2	hó	sI	2
▯ is a fish from the betta genus _BIAS _RAKU_cıe _2_RAKU_soıcıe _ARITY_1	hó	sI	1
▯ is a soldier _BIAS _RAKU_che _2_RAKU_soıche _ARITY_1	hó	sI	1
▯ is a soldier _BIAS _RAKU_che _2_RAKU_soıche _ARITY_1	hó	sI	1
▯ wins beats ▯ in property ▯ _BIAS _RAKU_huaq _2_RAKU_soıhuaq _ARITY_3	hó	sI	3
▯ is a fungus of genus tricholoma _BIAS _RAKU_lıao _2_RAKU_soılıao _ARITY_1	máq	sI	1
▯ compete against ▯ to satisfy property ▯ _BIAS _RAKU_luaq _2_RAKU_soıluaq _ARITY_3	hó	sA	3
▯ is a rival of ▯ _BIAS _RAKU_paı _2_RAKU_soıpaı _ARITY_2	hó	sA	2
▯ beats wins against ▯ in a battle or competition _BIAS _RAKU_taı _2_RAKU_soıtaı _ARITY_2	hó	sA	2
▯ defeats wins against ▯ _BIAS _RAKU_taı _2_RAKU_soıtaı _ARITY_2	hó	sA	2
▯ is a strategy tactic _BIAS _RAKU_teı _2_RAKU_soıteı _ARITY_1	hóq	sI	1
▯ is a war _BIAS _RAKU_zuom _2_RAKU_soızuom _ARITY_1	hóq	sF	1
▯ is soccer football _BIAS _RAKU_ka _2_RAKU_soka _ARITY_1	hóq	sI	1
▯ is a citrus fruit _BIAS _RAKU_zeo _2_RAKU_kezeo _ARITY_1	máq	sI	1
▯ is a spork _BIAS _RAKU_kuao _2_RAKU_sokuao _ARITY_1	máq	sI	1
▯ is a spoon _BIAS _RAKU_kum _2_RAKU_sokum _ARITY_1	máq	sI	1
▯ is a a5 chord _BIAS _RAKU_fe _2_RAKU_lafe _ARITY_1	hóq	sI	1
▯ is a asus2 chord _BIAS _RAKU_gu _2_RAKU_lagu _ARITY_1	hóq	sI	1
▯ is a asus4 chord _BIAS _RAKU_jo _2_RAKU_lajo _ARITY_1	hóq	sI	1
▯ is a adim chord _BIAS _RAKU_ke _2_RAKU_lake _ARITY_1	hóq	sI	1
▯ is an a minor chord _BIAS _RAKU_nu _2_RAKU_lanu _ARITY_1	hóq	sI	1
▯ is a aaug chord _BIAS _RAKU_pı _2_RAKU_lapı _ARITY_1	hóq	sI	1
▯ is a b 5 or a 5 chord _BIAS _RAKU_fe _2_RAKU_laqfe _ARITY_1	hóq	sI	1
▯ is a b sus2 or a sus2 chord _BIAS _RAKU_gu _2_RAKU_laqgu _ARITY_1	hóq	sI	1
▯ is a b sus4 or a sus4 chord _BIAS _RAKU_jo _2_RAKU_laqjo _ARITY_1	hóq	sI	1
▯ is a b dim or a dim chord _BIAS _RAKU_ke _2_RAKU_laqke _ARITY_1	hóq	sI	1
▯ is a b min or a min chord _BIAS _RAKU_nu _2_RAKU_laqnu _ARITY_1	hóq	sI	1
▯ is a b aug or a aug chord _BIAS _RAKU_pı _2_RAKU_laqpı _ARITY_1	hóq	sI	1
▯ is a b maj or a maj chord _BIAS _RAKU_sa _2_RAKU_laqsa _ARITY_1	hóq	sI	1
▯ is an a major chord _BIAS _RAKU_sa _2_RAKU_lasa _ARITY_1	hóq	sI	1
▯ repairs mends fixes ▯ _BIAS _RAKU_som _ARITY_2	hó	sA	2
▯ pertains to the culture of somalia federal republic of somalia _BIAS _RAKU_lıa _2_RAKU_somlıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country somalia federal republic of somalia _BIAS _RAKU_gua _2_RAKU_lıagua _ARITY_1 _CAPS	máq	sI	1
▯ is a handyman fixer technician _BIAS _RAKU_che _2_RAKU_somche _ARITY_1	hó	sI	1
▯ is a e5 chord _BIAS _RAKU_fe _2_RAKU_somfe _ARITY_1	hóq	sI	1
▯ is a esus2 chord _BIAS _RAKU_gu _2_RAKU_somgu _ARITY_1	hóq	sI	1
▯ is a esus4 chord _BIAS _RAKU_jo _2_RAKU_somjo _ARITY_1	hóq	sI	1
▯ is a edim chord _BIAS _RAKU_ke _2_RAKU_somke _ARITY_1	hóq	sI	1
▯ is an e minor chord _BIAS _RAKU_nu _2_RAKU_somnu _ARITY_1	hóq	sI	1
▯ is a eaug chord _BIAS _RAKU_pı _2_RAKU_sompı _ARITY_1	hóq	sI	1
